frame,theta
0,0.6281423568725586
1,0.6588635444641113
2,0.6204512715339661
3,0.6506001353263855
4,0.6253931522369385
5,0.6076160669326782
6,0.6931139230728149
7,0.7583674788475037
8,0.7516981959342957
9,0.7068279981613159
10,0.6771666407585144
11,0.6471081376075745
12,0.6510986089706421
13,0.7170766592025757
14,0.6563382148742676
15,0.6352561712265015
16,0.687605082988739
17,0.6303311586380005
18,0.6088228821754456
19,0.6932985782623291
20,0.7385708689689636
21,0.6950889825820923
22,0.639457106590271
23,0.6398542523384094
24,0.6647736430168152
25,0.6538493633270264
26,0.6391027569770813
27,0.6681755781173706
28,0.6601983308792114
29,0.6674386262893677
30,0.6644302606582642
31,0.6715006828308105
32,0.6475009322166443
33,0.7404917478561401
34,0.6644273400306702
35,0.6774072051048279
36,0.7117915153503418
37,0.6724407076835632
38,0.672751247882843
39,0.6894599199295044
40,0.6649810671806335
41,0.7058575749397278
42,0.6348263025283813
43,0.7255998849868774
44,0.6758403778076172
45,0.6712688207626343
46,0.7202129364013672
47,0.6658796668052673
48,0.6786506772041321
49,0.6721559762954712
50,0.7379570603370667
51,0.6858623027801514
52,0.6965258717536926
53,0.6936941146850586
54,0.6831302046775818
55,0.7164886593818665
56,0.7267348170280457
57,0.6977697014808655
58,0.7278004884719849
59,0.6962671875953674
60,0.6733198761940002
61,0.694807231426239
62,0.7389201521873474
63,0.6616968512535095
64,0.7072559595108032
65,0.6898918151855469
66,0.722948431968689
67,0.6516075134277344
68,0.6656638979911804
69,0.6952873468399048
70,0.6756381392478943
71,0.6763455867767334
72,0.6148038506507874
73,0.6745772361755371
74,0.6801686882972717
75,0.6491584181785583
76,0.7246257066726685
77,0.6753605008125305
78,0.6914956569671631
79,0.7094496488571167
80,0.6613415479660034
81,0.672620952129364
82,0.6466076970100403
83,0.6726343631744385
84,0.6318885684013367
85,0.6298710107803345
86,0.705593466758728
87,0.6445959210395813
88,0.721007227897644
89,0.7652226686477661
90,0.6401860117912292
91,0.6391589045524597
92,0.7165223956108093
93,0.7350814938545227
94,0.7150301337242126
95,0.6660665273666382
96,0.6422401070594788
97,0.6865839958190918
98,0.6957024931907654
99,0.7162578105926514
100,0.7044751644134521
101,0.7124039530754089
102,0.624709963798523
103,0.7266519665718079
104,0.747279167175293
105,0.6804996132850647
106,0.6072544455528259
107,0.6734216809272766
108,0.6754273176193237
109,0.6528192758560181
110,0.7199703454971313
111,0.7165367603302002
