frame,theta
0,0.7819839119911194
1,0.7643243670463562
2,0.7974397540092468
3,0.8090810179710388
4,0.8387786746025085
5,0.7620813250541687
6,0.8186535239219666
7,0.7947072982788086
8,0.8010249137878418
9,0.8237146139144897
10,0.7854002714157104
11,0.7948534488677979
12,0.8248500227928162
13,0.7544384598731995
14,0.7835418581962585
15,0.7589811682701111
16,0.7979751229286194
17,0.8122413754463196
18,0.7252419590950012
19,0.7495758533477783
20,0.8206510543823242
21,0.779194176197052
22,0.8025502562522888
23,0.801719605922699
24,0.7567656636238098
25,0.7820179462432861
26,0.7785686254501343
27,0.8106499314308167
28,0.7530328631401062
29,0.8271875381469727
30,0.8019508123397827
31,0.7918696999549866
32,0.7657410502433777
33,0.8068289756774902
34,0.739060640335083
35,0.7699267268180847
36,0.7959910035133362
37,0.7780762910842896
38,0.7670308947563171
39,0.7653304934501648
40,0.7991647124290466
41,0.8105326294898987
42,0.814476490020752
43,0.7640472650527954
44,0.7783859968185425
45,0.7260458469390869
46,0.7146252989768982
47,0.7598798274993896
48,0.7919843792915344
49,0.7959533333778381
50,0.8283772468566895
51,0.7882350087165833
52,0.7979999780654907
53,0.8041548132896423
54,0.8103184700012207
55,0.784475564956665
56,0.7870649099349976
57,0.77264404296875
58,0.800320565700531
59,0.7965279221534729
60,0.7908127307891846
61,0.7862342596054077
62,0.8294805288314819
63,0.7882208228111267
64,0.795480489730835
65,0.8373449444770813
66,0.8486752510070801
67,0.7919242978096008
68,0.8027905821800232
69,0.8158015608787537
70,0.7224632501602173
71,0.8234519958496094
72,0.7440146803855896
73,0.7744248509407043
74,0.7678593993186951
75,0.7409063577651978
76,0.7457783222198486
77,0.8431028723716736
78,0.7878413796424866
79,0.8497921228408813
80,0.7820547223091125
81,0.8209306001663208
82,0.8014435172080994
83,0.7557682991027832
84,0.7467891573905945
85,0.8193225264549255
86,0.7421472668647766
87,0.7980319857597351
88,0.8252755999565125
89,0.838956356048584
90,0.7736895084381104
91,0.778100848197937
92,0.7641987204551697
93,0.7637441158294678
94,0.8386526107788086
95,0.771477460861206
96,0.7567426562309265
97,0.7938836216926575
98,0.7461729645729065
99,0.8514759540557861
100,0.7908312678337097
101,0.7561712861061096
102,0.8050005435943604
103,0.8266141414642334
104,0.8213658332824707
105,0.7800611853599548
106,0.814667284488678
107,0.7770288586616516
108,0.8018844723701477
109,0.7516887784004211
110,0.8041760921478271
111,0.8267195224761963
