frame,theta
0,0.8221161365509033
1,0.7948157787322998
2,0.8194956183433533
3,0.8017914891242981
4,0.7662762999534607
5,0.7950398325920105
6,0.7922999858856201
7,0.8150010108947754
8,0.7473820447921753
9,0.7418914437294006
10,0.809625506401062
11,0.7325902581214905
12,0.7394499778747559
13,0.7399329543113708
14,0.7492371201515198
15,0.8073635101318359
16,0.7630538940429688
17,0.7752856612205505
18,0.7725220322608948
19,0.766681432723999
20,0.8430056571960449
21,0.7843892574310303
22,0.8085829615592957
23,0.7371939420700073
24,0.7624393105506897
25,0.783933162689209
26,0.7856248021125793
27,0.7656540870666504
28,0.8391635417938232
29,0.8258508443832397
30,0.7173778414726257
31,0.7908119559288025
32,0.7679668664932251
33,0.8089349269866943
34,0.829160213470459
35,0.7668836712837219
36,0.7393890023231506
37,0.7916213870048523
38,0.7542524933815002
39,0.8439571857452393
40,0.7795493602752686
41,0.7639691233634949
42,0.8157736659049988
43,0.8077825307846069
44,0.7944519519805908
45,0.8392518758773804
46,0.7779027223587036
47,0.790176510810852
48,0.7418577671051025
49,0.7752864360809326
50,0.7046210169792175
51,0.8384829759597778
52,0.8094121217727661
53,0.7060230374336243
54,0.784343957901001
55,0.7354221940040588
56,0.8167402148246765
57,0.7674606442451477
58,0.7473269104957581
59,0.7454091906547546
60,0.8250750303268433
61,0.778766393661499
62,0.7446337938308716
63,0.7642937302589417
64,0.8260286450386047
65,0.7671738862991333
66,0.7331667542457581
67,0.814906895160675
68,0.7924765348434448
69,0.7282577157020569
70,0.7447386384010315
71,0.7732436060905457
72,0.8124903440475464
73,0.770514726638794
74,0.7737613320350647
75,0.7735557556152344
76,0.76203453540802
77,0.7716566324234009
78,0.7426978349685669
79,0.7586765885353088
80,0.7791780829429626
81,0.7516760230064392
82,0.7523406744003296
83,0.756592869758606
84,0.8219133019447327
85,0.8146835565567017
86,0.752145528793335
87,0.812777578830719
88,0.7441406846046448
89,0.7780913710594177
90,0.7676554322242737
91,0.8339625000953674
92,0.794953465461731
93,0.7933315634727478
94,0.7749340534210205
95,0.7805643677711487
96,0.8335433006286621
97,0.8174334764480591
98,0.7870728969573975
99,0.7748214602470398
100,0.7982478737831116
101,0.7542943358421326
102,0.7218217253684998
