frame,theta
0,0.716192364692688
1,0.7778600454330444
2,0.7576808929443359
3,0.7725246548652649
4,0.7735942006111145
5,0.7241334915161133
6,0.7159793376922607
7,0.7589364647865295
8,0.7772641181945801
9,0.7952539324760437
10,0.7248611450195312
11,0.7418450713157654
12,0.7333388924598694
13,0.7313700318336487
14,0.7472735643386841
15,0.7164294123649597
16,0.7235611081123352
17,0.7485690712928772
18,0.7724289298057556
19,0.7363274097442627
20,0.7084687352180481
21,0.7265018224716187
22,0.7638558149337769
23,0.7321879267692566
24,0.7089003324508667
25,0.7727710008621216
26,0.7797062993049622
27,0.7222692966461182
28,0.7027813196182251
29,0.739659309387207
30,0.7032526731491089
31,0.9169051647186279
