frame,theta
0,0.7048450708389282
1,0.7383217811584473
2,0.7702807784080505
3,0.7731093168258667
4,0.7519396543502808
5,0.7042436599731445
6,0.7575379610061646
7,0.8008535504341125
8,0.7569932341575623
9,0.752245306968689
10,0.8461787104606628
11,0.7326774001121521
12,0.7752144932746887
13,0.753821849822998
14,0.7428060173988342
15,0.7535600066184998
16,0.7409494519233704
17,0.7523637413978577
18,0.7188287377357483
19,0.7444807291030884
20,0.7275705933570862
21,0.7632054090499878
22,0.7612817287445068
23,0.7757079005241394
24,0.7374992370605469
25,0.7241309285163879
26,0.7256556153297424
27,0.7050548791885376
28,0.7635698318481445
29,0.7633684873580933
30,0.7097182273864746
31,0.8091834783554077
32,0.7302588224411011
33,0.777504026889801
34,0.7624728083610535
35,0.7596451640129089
36,0.7164151668548584
37,0.7732353806495667
38,0.777929425239563
39,0.719529390335083
40,0.7183249592781067
41,0.8906647562980652
