frame,theta
0,0.7521383762359619
1,0.7521337270736694
2,0.7365959286689758
3,0.7579900026321411
4,0.7360341548919678
5,0.7840548753738403
6,0.7683102488517761
7,0.7985330820083618
8,0.6155792474746704
9,0.6334670186042786
10,0.7767629027366638
11,0.7440480589866638
12,0.7644688487052917
13,0.7827271223068237
14,0.7723983526229858
15,0.7708630561828613
16,0.7833555936813354
17,0.7777493000030518
18,0.7174471616744995
19,0.7778412699699402
20,0.7426354289054871
21,0.7167040705680847
22,0.7288167476654053
23,0.7631478309631348
24,0.7676125168800354
25,0.7091626524925232
26,0.7402148246765137
27,0.7531861066818237
28,0.7526154518127441
29,0.7285642027854919
30,0.7715333700180054
31,0.7423318028450012
32,0.726485013961792
33,0.7509186863899231
34,0.7558876276016235
35,0.7299668192863464
36,0.7413628101348877
37,0.7502579689025879
38,0.7529197335243225
39,0.7286549806594849
40,0.722385823726654
41,0.721265435218811
42,0.7108957767486572
