frame,theta
0,0.8386508822441101
1,0.793567419052124
2,0.8037036061286926
3,0.7648240923881531
4,0.7825445532798767
5,0.7823756337165833
6,0.8100596070289612
7,0.8093985915184021
8,0.8158541321754456
9,0.7964782118797302
10,0.7587898969650269
11,0.8135697841644287
12,0.8403629660606384
13,0.8736109137535095
14,0.80751633644104
15,0.8692505955696106
16,0.8562415242195129
17,0.7819721102714539
18,0.8015810251235962
19,0.8031476736068726
20,0.7856060862541199
21,0.7651413083076477
22,0.8142738938331604
23,0.812889814376831
24,0.8288571238517761
25,0.7583302855491638
26,0.7455288171768188
27,0.7309027910232544
28,0.7674604654312134
29,0.7878912091255188
30,0.7546553611755371
31,0.7506486177444458
32,0.7604999542236328
33,0.8089990019798279
34,0.8339161276817322
35,0.7489996552467346
36,0.7801340818405151
37,0.8055562376976013
38,0.7684943079948425
39,0.8079031109809875
40,0.7550018429756165
41,0.7946538329124451
42,0.7862056493759155
43,0.7889083623886108
44,0.7906216382980347
45,0.8174305558204651
46,0.7849214673042297
47,0.7723821997642517
48,0.7954077124595642
49,0.809045135974884
50,0.7276030778884888
51,0.7933268547058105
52,0.7339009642601013
53,0.7250330448150635
54,0.7605509161949158
55,0.7537087798118591
56,0.8020778894424438
57,0.794481098651886
58,0.7457215785980225
59,0.721869707107544
60,0.7443550229072571
61,0.7069081664085388
62,0.729621410369873
63,0.7531987428665161
64,0.7892316579818726
65,0.7498436570167542
66,0.720404326915741
67,0.7374582886695862
68,0.7351444363594055
69,0.8067610859870911
70,0.7208730578422546
71,0.7766745686531067
72,0.8186658620834351
73,0.7734260559082031
74,0.755145788192749
75,0.8305956721305847
76,0.7385870218276978
77,0.7782578468322754
78,0.858561098575592
79,0.7633107900619507
80,0.7530943751335144
81,0.7729230523109436
82,0.8187032341957092
83,0.7533825635910034
84,0.7473481297492981
85,0.7791432738304138
86,0.804950475692749
87,0.8275404572486877
88,0.795332670211792
89,0.7578396201133728
90,0.730350136756897
91,0.8002719879150391
92,0.8432708978652954
93,0.815176248550415
94,0.8249450325965881
95,0.7458306550979614
96,0.8423607349395752
97,0.8899640440940857
