frame,theta
0,0.7117740511894226
1,0.7148505449295044
2,0.6830406785011292
3,0.727127730846405
4,0.7035871148109436
5,0.7094252705574036
6,0.764940083026886
7,0.7542194128036499
8,0.7549425959587097
9,0.7426016330718994
10,0.7470166683197021
11,0.7595041394233704
12,0.7904080152511597
13,0.7207973599433899
14,0.7722139954566956
15,0.728733479976654
16,0.7472491264343262
17,0.816906213760376
18,0.7811646461486816
19,0.7676069140434265
20,0.7128888368606567
21,0.7115302681922913
22,0.6887394785881042
23,0.755514919757843
24,0.7835518717765808
25,0.7722431421279907
26,0.8099757432937622
27,0.8257917165756226
28,0.6815242767333984
29,0.6708007454872131
30,0.791014552116394
31,0.7867516279220581
32,0.841568112373352
33,0.6755599975585938
34,0.6887770295143127
35,0.8042564392089844
36,0.7755642533302307
37,0.6567103862762451
38,0.7243565917015076
39,0.7041789293289185
40,0.7796779870986938
41,0.7587074041366577
42,0.7851329445838928
43,0.6647776961326599
44,0.6639826893806458
45,0.6905900239944458
46,0.7529900074005127
47,0.7765898704528809
48,0.7511752843856812
49,0.7737360000610352
50,0.7977892756462097
51,0.6886819005012512
52,0.6672950983047485
53,0.7941886782646179
54,0.8003897070884705
55,0.7984125018119812
56,0.7850143313407898
57,0.7668591141700745
58,0.803085207939148
59,0.7800627946853638
60,0.7815746068954468
61,0.8385149836540222
62,0.8133071660995483
63,0.7852632999420166
64,0.8247615694999695
65,0.815311849117279
66,0.7918021082878113
67,0.7706048488616943
68,0.8035978674888611
69,0.7890453934669495
70,0.7292710542678833
71,0.8379436135292053
72,0.6622382402420044
73,0.6811756491661072
74,0.6800785064697266
75,0.7277999520301819
76,0.7281523942947388
77,0.7357717156410217
78,0.8179056644439697
79,0.8527536392211914
80,0.7706881761550903
81,0.7673429846763611
82,0.778091549873352
83,0.6900211572647095
84,0.6769812703132629
85,0.6735935211181641
86,0.7211441397666931
87,0.7009837627410889
88,0.7490274906158447
89,0.7910556197166443
90,0.7774900197982788
91,0.6970565915107727
92,0.768666684627533
93,0.7761276960372925
94,0.7887400984764099
95,0.6762393116950989
96,0.7041131258010864
97,0.7633214592933655
98,0.7543726563453674
99,0.771725594997406
100,0.7738447189331055
101,0.7200198769569397
102,0.7012884616851807
103,0.777819037437439
104,0.8350692391395569
105,0.7868978977203369
106,0.6908143758773804
107,0.7299176454544067
108,0.7037157416343689
109,0.7165650725364685
110,0.7506631016731262
111,0.779708743095398
