frame,theta
0,0.8615435361862183
1,0.7962936162948608
2,0.7877510190010071
3,0.8019310235977173
4,0.8601041436195374
5,0.8041197061538696
6,0.8334158062934875
7,0.8137183785438538
8,0.8139001727104187
9,0.7796585559844971
10,0.7950162887573242
11,0.8621414303779602
12,0.7814047336578369
13,0.7953805923461914
14,0.8333724141120911
15,0.8314604163169861
16,0.8252297639846802
17,0.7823840379714966
18,0.7881374359130859
19,0.80727618932724
20,0.7992060780525208
21,0.7759440541267395
22,0.7975631952285767
23,0.8302885293960571
24,0.8048727512359619
25,0.7746307253837585
26,0.8389742970466614
27,0.7654396891593933
28,0.7434737682342529
29,0.7459065318107605
30,0.8105812072753906
31,0.7918910384178162
32,0.7716444134712219
33,0.7418726682662964
34,0.7070960998535156
35,0.8032898306846619
36,0.7574076652526855
37,0.764660656452179
38,0.7787034511566162
39,0.7919464111328125
40,0.7811644077301025
41,0.8495960235595703
42,0.7802534699440002
43,0.7449223399162292
44,0.7489383816719055
45,0.7805236577987671
46,0.7721720933914185
47,0.7990983128547668
48,0.7803120017051697
49,0.8073182106018066
50,0.7485271692276001
51,0.7630061507225037
52,0.7604942917823792
53,0.8192270398139954
54,0.7807204127311707
55,0.7878949642181396
56,0.8105302453041077
57,0.7962033748626709
58,0.7972046732902527
59,0.8502260446548462
60,0.7488813996315002
61,0.7551515698432922
62,0.8572094440460205
63,0.7907626628875732
64,0.9212075471878052
